Type kjøretøy,Merke,Modell,Årsmodell,Feiltype,Symptomkategori,Symptom (valg),Kommentar,Løsning,Symptomdetalj (manuell),Feilkode,Generell feil,Mitt kjøretøy,Ytterligere symptomdetaljer,Link til kilde
Traktor,Fendt,,,Ventil,PTO-feil,"PTO, starter ikke",Feilkode og 1000 tapp går ikke,"Feilkodetekst sier skift ventil Y208, men det hjalp ikke. Skiftet ventil Y028, feil løst. Ventil Y028 skulle egentlig vært feilkode med C til slutt.",1000 tappen fungerer ikke,06.1.1D,,,true,
Bil,Volvo,XC40 D3,2019,Interiør,Elektrisk feil,"Elektrisk, annet",Rattvarme kuttet ut. Sjekket sikring ok og rele ok under setet.,Måtte ha nytt ratt,,,,true,,
Bil,Volvo,XC40 D3,2019,Klimaanlegg,Klima-feil,"Klima, ingen kjøling","Ingen kjøling på førerside, men på passasjersiden var det i orden!",Temperaturføler på førerside var defekt. (To-sone klima),,,,true,,
Traktor,Massey Ferguson,5713,2015,Kjøling,Motorfeil,"Motor, overoppheting",Et høyt smell hørtes ved kjøring på vei. Etter et par kilometer stoppet traktoren med feilkode.,"Vannpumpe var ødelagt. Vifte hadde flydd av. Visstnok en vanlig feil på denne motoren, i følge mekaniker.",Stoppet,E 105,,,true,
Traktor,Valtra,N142,2011,PTO,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode når jeg starter.,Nødstopp til PTO utløst. Sjekk at den står i og evt korrosjon etc.,,8080-05-03,,,false,
Traktor,Valmet,665,1994,Ventil,Bevegelse/rotasjons-feil,Stillstand,"HiShift clutch. Pedal forblir nede.

HiShift har følgende funksjon:
Under 4km/t, pedal går sakte.
Over 4km/t går pedal raskere.
Ved betjening av knapp på vendegirspak, går pedal alltid sakte.","Ventil under hyttegulv har to spoler, en for hver hastighet på pedalen.
Den ene spolen er styrt av speedometer/hastighetssignal.

Den ene ventilen hadde satt seg. Kule nr.26 var fastrustet.",Clutch hi-shift går ikke,,,,true,
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Signalspenning for distributørkontroll
  linje 5 for høy","Sjekk Electropilot elektrodistributør 5
  og MFA (A100) armlenemodul","Akse 5 av krysskommando (Electropilot)
  er inaktiv",Id7510h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Signalspenning for kryssdistributør kommando 5 for lav,"Sjekk Electropilot elektrodistributør 5 og MFA (A100)
  armlenemodul",Akse 5 av krysskommando (Electropilot) er inaktiv,Id7511h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Signalspenning for distributørkontroll linje 4 for høy,"Sjekk Electropilot elektrodistributør 4 og MFA (A100)
  armlenemodul",Akse 4 av krysskommando (Electropilot) er inaktiv,Id7512h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Signalspenning for kryssdistributør kommando 4 for lav,"Sjekk Electropilot elektrodistributør 4 og MFA (A100)
  armlenemodul",Akse 4 av krysskommando (Electropilot) er inaktiv,Id7513h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for stopp løfting for høy,Sjekk stopp løfting kontakt og MFA (A100) armlenemodul,Løfting er låst. Bruk eksterne kontroller,Id7514h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for stopp løfting for lav,Sjekk stopp løfting kontakt og MFA (A100) armlenemodul,Løfting er låst. Bruk eksterne kontroller,Id7515h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for stopp løfting inkonsekvent,Sjekk stopp løfting kontakt og MFA (A100) armlenemodul,Løfting er låst. Bruk eksterne kontroller,Id7516h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for løft opp for høy,Sjekk løft opp kontakt og MFA (A100) armlenemodul,Løft opp-modus er inaktiv,Id7517h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for løft opp for lav,Sjekk løft opp kontakt og MFA (A100) armlenemodul,Løft opp-modus er inaktiv,Id7518h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for løft opp inkonsekvent,Sjekk løft opp kontakt og MFA (A100) armlenemodul,Løft opp-modus er inaktiv,Id7519h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for løft ned for høy,Sjekk løft ned kontakt og MFA (A100) armlenemodul,Løfting er låst. Bruk eksterne kontroller,Id751Ah,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for løft ned for lav,Sjekk løft ned kontakt og MFA (A100) armlenemodul,Løfting er låst. Bruk eksterne kontroller,Id751Bh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning for løft ned inkonsekvent,Sjekk løft ned kontakt og MFA (A100) armlenemodul,Løfting er låst. Bruk eksterne kontroller,Id751Ch,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra Hexactiv-kontakt for høy,Sjekk Hexactiv automasjonskontakt og MFA (A100) armlenemodul,Hexactiv-funksjon er inaktiv,Id751Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra Hexactiv-kontakt for lav,Sjekk Hexactiv automasjonskontakt og MFA (A100) armlenemodul,Hexactiv-funksjon er inaktiv,Id751Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra Hexactiv-kontakt inkonsekvent,Sjekk Hexactiv automasjonskontakt og MFA (A100) armlenemodul,Hexactiv-funksjon er inaktiv,Id751Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra girnøytral-kontakt for høy,Sjekk girnøytral kontakt og MFA (A100) armlenemodul,Girnøytral-kontakt er inaktiv,Id7520h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra girnøytral-kontakt for lav,Sjekk girnøytral kontakt og MFA (A100) armlenemodul,Girnøytral-kontakt er inaktiv,Id7521h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra girnøytral-kontakt inkonsekvent,Sjekk girnøytral kontakt og MFA (A100) armlenemodul,Girnøytral-kontakt er inaktiv,Id7522h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 1 for høy,"Sjekk motorhastighetsminne 1 kontakt og MFA (A100)
  armlenemodul",Motorhastighetsminne 1 er inaktiv,Id7523h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 1 for lav,"Sjekk motorhastighetsminne 1 kontakt og MFA (A100)
  armlenemodul",Motorhastighetsminne 1 er inaktiv,Id7524h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 1 inkonsekvent,"Sjekk motorhastighetsminne 1 kontakt og MFA (A100)
  armlenemodul",Motorhastighetsminne 1 er inaktiv,Id7525h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 2 for høy,"Sjekk motorhastighetsminne 2 kontakt og MFA (A100)
  armlenemodul",Motorhastighetsminne 2 er inaktiv,Id7526h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 2 for lav,"Sjekk motorhastighetsminne 2 kontakt og MFA (A100)
  armlenemodul",Motorhastighetsminne 2 er inaktiv,Id7527h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 2 inkonsekvent,"Sjekk motorhastighetsminne 2 kontakt og MFA (A100)
  armlenemodul",Motorhastighetsminne 2 er inaktiv,Id7528h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighet + for høy,Sjekk + motorhastighetskontakt og MFA (A100) armlenemodul,Motorhastighet + kontakt er inaktiv,Id7529h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighet + for lav,Sjekk + motorhastighetskontakt og MFA (A100) armlenemodul,Motorhastighet + kontakt er inaktiv,Id752Ah,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighet + inkonsekvent,Sjekk + motorhastighetskontakt og MFA (A100) armlenemodul,Motorhastighet + kontakt er inaktiv,Id752Bh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighet - for høy,Sjekk - motorhastighetskontakt og MFA (A100) armlenemodul,Motorhastighet - kontakt er inaktiv,Id752Ch,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighet - for lav,Sjekk - motorhastighetskontakt og MFA (A100) armlenemodul,Motorhastighet - kontakt er inaktiv,Id752Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,"Spenning fra motorhastighet -
  inkonsekvent","Sjekk - motorhastighetskontakt og MFA
  (A100) armlenemodul",Motorhastighet - kontakt er inaktiv,Id752Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra stoppsekvens for høy,Sjekk stoppsekvenskontakt og MFA (A100) armlenemodul,Claas Sequence Management er inaktiv,Id752Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra stoppsekvens for lav,Sjekk stoppsekvenskontakt og MFA (A100) armlenemodul,Claas Sequence Management er inaktiv,Id7530h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra (-) kontakt for hastighetsområde for lav,"Sjekk (-) kontakt for hastighetsområde og MFA (A100)
  armlenemodul",(+) kontakt for hastighetsområde er inaktiv (C-Matic),Id7545h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra (-) kontakt for hastighetsområde inkonsekvent,"Sjekk (-) kontakt for hastighetsområde og MFA (A100)
  armlenemodul",(+) kontakt for hastighetsområde er inaktiv (C-Matic),Id7546h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra manøvreringsgir for høy,Sjekk manøvreringsgirkontakt og MFA (A100) armlenemodul,Manøvreringsgirfunksjon er inaktiv,Id7547h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra manøvreringsgir for lav,Sjekk manøvreringsgirkontakt og MFA (A100) armlenemodul,Manøvreringsgirfunksjon er inaktiv,Id7548h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra manøvreringsgir inkonsekvent,Sjekk manøvreringsgirkontakt og MFA (A100) armlenemodul,Manøvreringsgirfunksjon er inaktiv,Id7549h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra funksjon F3 for høy,Sjekk funksjon F3 kontakt og MFA (A100) armlenemodul,F3-funksjon er inaktiv,Id754Ah,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra funksjon F3 for lav,Sjekk funksjon F3 kontakt og MFA (A100) armlenemodul,F3-funksjon er inaktiv,Id754Bh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra funksjon F3 inkonsekvent,Sjekk funksjon F3 kontakt og MFA (A100) armlenemodul,F3-funksjon er inaktiv,Id754Ch,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra funksjon F4 for høy,Sjekk funksjon F4 kontakt og MFA (A100) armlenemodul,F4-funksjon er inaktiv,Id754Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra funksjon F4 for lav,Sjekk funksjon F4 kontakt og MFA (A100) armlenemodul,F4-funksjon er inaktiv,Id754Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra funksjon F4 inkonsekvent,Sjekk funksjon F4 kontakt og MFA (A100) armlenemodul,F4-funksjon er inaktiv,Id754Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra Hexactiv-kontakt for høy,"Sjekk Hexactiv automasjonskontakt
  (S192) og MFA (A100) armlenemodul",Hexactiv-funksjon er inaktiv,Id751Dh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra Hexactiv-kontakt for lav,"Sjekk Hexactiv automasjonskontakt (S192) og MFA (A100)
  armlenemodul",Hexactiv-funksjon er inaktiv,Id751Eh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra Hexactiv-kontakt inkonsekvent,"Sjekk Hexactiv automasjonskontakt (S192) og MFA (A100)
  armlenemodul",Hexactiv-funksjon er inaktiv,Id751Fh,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra girnøytral-kontakt for høy,Sjekk girnøytral kontakt (S180) og MFA (A100) armlenemodul,Girnøytral-kontakt er inaktiv,Id7520h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra girnøytral-kontakt for lav,Sjekk girnøytral kontakt (S180) og MFA (A100) armlenemodul,Girnøytral-kontakt er inaktiv,Id7521h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra girnøytral-kontakt inkonsekvent,Sjekk girnøytral kontakt (S180) og MFA (A100) armlenemodul,Girnøytral-kontakt er inaktiv,Id7522h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 1 for høy,"Sjekk motorhastighetsminne 1 kontakt (S178) og MFA (A100)
  armlenemodul",Motorhastighetsminne 1 er inaktiv,Id7523h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 1 for lav,"Sjekk motorhastighetsminne 1 kontakt (S178) og MFA (A100)
  armlenemodul",Motorhastighetsminne 1 er inaktiv,Id7524h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 1 inkonsekvent,"Sjekk motorhastighetsminne 1 kontakt (S178) og MFA (A100)
  armlenemodul",Motorhastighetsminne 1 er inaktiv,Id7525h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 2 for høy,"Sjekk motorhastighetsminne 2 kontakt (S179) og MFA (A100)
  armlenemodul",Motorhastighetsminne 2 er inaktiv,Id7526h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
Traktor,Claas,Arion,,Elektroniske styresystemer,Varsellampe / feilkode,,Spenning fra motorhastighetsminne 2 for lav,"Sjekk motorhastighetsminne 2 kontakt (S179) og MFA (A100)
  armlenemodul",Motorhastighetsminne 2 er inaktiv,Id7527h,,,,https://d1hu4133i4rt3z.cloudfront.net/attachments/827/827261-cc1405d22d844e86e0720e07fdf480bf.pdf
